Order ID,Order Date,Customer ID,Product ID,Quantity,Year,Month,Month-Year,Quarter,Day,order_Size,Customer Name,City,Country,Loyalty Card,Coffee Type,Roast Type,Size,Unit Price,Price per 100g,Profit,Size_Label,Total_Order_Value,Total_Profit
AHV-66988-037,2020-09-08,12743-00952-KO,R-M-2.5,2,2020,9,2020-09,3,8,Small,Christel Speak,Duluth,United States,No,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,X-Large,45.769999999999996,2.7461999999999995
ISK-42066-094,2020-03-28,41505-42181-EF,E-D-1,3,2020,3,2020-03,1,28,Small,Sibella Rushbrooke,Sacramento,United States,Yes,Exc,D,1.0,12.15,1.215,1.3365,Large,36.45,4.0095
FTC-35822-530,2020-10-10,14307-87663-KB,E-D-0.5,4,2020,10,2020-10,4,10,Medium,Tammie Drynan,Tampa,United States,Yes,Exc,D,0.5,7.29,1.458,0.8019000000000001,Medium,29.16,3.2076000000000002
VSS-56247-688,2022-05-21,08360-19442-GB,L-M-2.5,4,2022,5,2022-05,2,21,Medium,Effie Yurkov,Honolulu,United States,No,Lib,M,2.5,33.464999999999996,1.3385999999999998,4.3504499999999995,X-Large,133.85999999999999,17.401799999999998
HVW-25584-144,2020-04-30,93405-51204-UW,L-L-0.2,5,2020,4,2020-04,2,30,Medium,Lexie Mallan,Baton Rouge,United States,Yes,Lib,L,0.2,4.755,2.3775,0.61815,Small,23.775,3.09075
MUY-15309-209,2021-12-12,97152-03355-IW,L-D-1,3,2021,12,2021-12,4,12,Small,Georgena Bentjens,Newbiggin,United Kingdom,No,Lib,D,1.0,12.95,1.295,1.6835,Large,38.849999999999994,5.0504999999999995
VAJ-44572-469,2020-10-27,79216-73157-TE,R-L-0.2,6,2020,10,2020-10,4,27,Medium,Delmar Beasant,Kilkenny,Ireland,Yes,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996,Small,21.509999999999998,1.2905999999999997
YJU-84377-606,2020-07-07,20259-47723-AC,A-D-1,1,2020,7,2020-07,3,7,Single,Lyn Entwistle,Minneapolis,United States,Yes,Ara,D,1.0,9.95,0.9949999999999999,0.8954999999999999,Large,9.95,0.8954999999999999
VNC-93921-469,2020-01-31,04666-71569-RI,L-L-1,1,2020,1,2020-01,1,31,Single,Zacharias Kiffe,Milwaukee,United States,Yes,Lib,L,1.0,15.85,1.585,2.0605,Large,15.85,2.0605
OGB-91614-810,2020-02-18,08909-77713-CG,R-M-0.2,1,2020,2,2020-02,1,18,Single,Mercedes Acott,Charlotte,United States,Yes,Rob,M,0.2,2.985,1.4925,0.17909999999999998,Small,2.985,0.17909999999999998
BQI-61647-496,2021-06-13,84340-73931-VV,E-M-1,5,2021,6,2021-06,2,13,Medium,Connor Heaviside,Phoenix,United States,Yes,Exc,M,1.0,13.75,1.375,1.5125,Large,68.75,7.5625
IOM-51636-823,2022-08-06,04609-95151-XH,A-D-1,3,2022,8,2022-08,3,6,Small,Devy Bulbrook,Jamaica,United States,No,Ara,D,1.0,9.95,0.9949999999999999,0.8954999999999999,Large,29.849999999999998,2.6864999999999997
GGD-38107-641,2021-11-23,99562-88650-YF,L-M-1,4,2021,11,2021-11,4,23,Medium,Leia Kernan,Champaign,United States,No,Lib,M,1.0,14.55,1.455,1.8915000000000002,Large,58.2,7.566000000000001
LTO-95975-728,2021-10-13,46560-73885-PJ,R-L-0.5,4,2021,10,2021-10,4,13,Medium,Rosaline McLae,Swindon,United Kingdom,No,Rob,L,0.5,7.169999999999999,1.4339999999999997,0.4301999999999999,Medium,28.679999999999996,1.7207999999999997
IGM-84664-265,2021-08-31,80179-44620-WN,R-L-0.5,3,2021,8,2021-08,3,31,Small,Cleve Blowfelde,Tucson,United States,No,Rob,L,0.5,7.169999999999999,1.4339999999999997,0.4301999999999999,Medium,21.509999999999998,1.2905999999999997
SKO-45740-621,2020-01-16,04666-71569-RI,L-M-0.5,2,2020,1,2020-01,1,16,Small,Zacharias Kiffe,Milwaukee,United States,Yes,Lib,M,0.5,8.73,1.746,1.1349,Medium,17.46,2.2698
FOJ-02234-063,2022-04-25,59081-87231-VP,E-D-2.5,1,2022,4,2022-04,2,25,Single,Denyse O'Calleran,Pompano Beach,United States,Yes,Exc,D,2.5,27.945,1.1178,3.07395,X-Large,27.945,3.07395
MSJ-11909-468,2021-11-13,07878-45872-CC,E-D-2.5,5,2021,11,2021-11,4,13,Medium,Cobby Cromwell,Whittier,United States,No,Exc,D,2.5,27.945,1.1178,3.07395,X-Large,139.725,15.36975
DKB-78053-329,2021-06-08,12444-05174-OO,R-M-0.2,2,2021,6,2021-06,2,8,Small,Irv Hay,Sheffield,United Kingdom,No,Rob,M,0.2,2.985,1.4925,0.17909999999999998,Small,5.97,0.35819999999999996
DFZ-45083-941,2020-11-21,34665-62561-AU,R-L-2.5,1,2020,11,2020-11,4,21,Single,Tani Taffarello,Saint Louis,United States,Yes,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,X-Large,27.484999999999996,1.6490999999999998
OTA-40969-710,2019-03-14,77877-11993-QH,R-L-1,5,2019,3,2019-03,1,14,Medium,Monique Canty,Erie,United States,Yes,Rob,L,1.0,11.95,1.1949999999999998,0.717,Large,59.75,3.585
GRH-45571-667,2019-08-16,32291-18308-YZ,E-M-1,3,2019,8,2019-08,3,16,Small,Javier Kopke,Tacoma,United States,No,Exc,M,1.0,13.75,1.375,1.5125,Large,41.25,4.5375
NXV-05302-067,2019-04-22,25754-33191-ZI,L-M-2.5,4,2019,4,2019-04,2,22,Medium,Mar McIver,Richmond,United States,No,Lib,M,2.5,33.464999999999996,1.3385999999999998,4.3504499999999995,X-Large,133.85999999999999,17.401799999999998
VZH-86274-142,2022-05-02,53120-45532-KL,R-L-1,5,2022,5,2022-05,2,2,Medium,Arabella Fransewich,Kinsealy-Drinan,Ireland,Yes,Rob,L,1.0,11.95,1.1949999999999998,0.717,Large,59.75,3.585
KIX-93248-135,2020-02-11,36605-83052-WB,A-D-0.5,1,2020,2,2020-02,1,11,Single,Violette Hellmore,Little Rock,United States,Yes,Ara,D,0.5,5.97,1.194,0.5373,Medium,5.97,0.5373
AXR-10962-010,2021-03-28,53683-35977-KI,E-D-1,2,2021,3,2021-03,1,28,Small,Myles Seawright,Newton,United Kingdom,No,Exc,D,1.0,12.15,1.215,1.3365,Large,24.3,2.673
IHS-71573-008,2021-05-08,07972-83134-NM,E-D-0.2,6,2021,5,2021-05,2,8,Medium,Silvana Northeast,Sparks,United States,Yes,Exc,D,0.2,3.645,1.8225,0.40095000000000003,Small,21.87,2.4057000000000004
QTR-19001-114,2019-11-21,01035-70465-UO,A-D-1,2,2019,11,2019-11,4,21,Small,Anselma Attwater,Charlottesville,United States,Yes,Ara,D,1.0,9.95,0.9949999999999999,0.8954999999999999,Large,19.9,1.7909999999999997
WBK-62297-910,2021-05-17,25514-23938-IQ,A-D-0.2,2,2021,5,2021-05,2,17,Small,Monica Fearon,Denton,United States,No,Ara,D,0.2,2.985,1.4925,0.26865,Small,5.97,0.5373
OGY-19377-175,2019-07-09,49084-44492-OJ,E-D-0.5,1,2019,7,2019-07,3,9,Single,Barney Chisnell,Tullamore,Ireland,Yes,Exc,D,0.5,7.29,1.458,0.8019000000000001,Medium,7.29,0.8019000000000001
ESR-66651-814,2020-05-20,76624-72205-CK,A-D-0.2,4,2020,5,2020-05,2,20,Medium,Jasper Sisneros,Raleigh,United States,Yes,Ara,D,0.2,2.985,1.4925,0.26865,Small,11.94,1.0746
CPX-46916-770,2021-08-27,12729-50170-JE,R-L-1,6,2021,8,2021-08,3,27,Medium,Zachariah Carlson,Shankill,Ireland,Yes,Rob,L,1.0,11.95,1.1949999999999998,0.717,Large,71.69999999999999,4.302
MDC-03318-645,2022-04-30,43974-44760-QI,A-L-0.2,2,2022,4,2022-04,2,30,Small,Warner Maddox,New York City,United States,No,Ara,L,0.2,3.885,1.9425,0.34964999999999996,Small,7.77,0.6992999999999999
SFF-86059-407,2020-06-03,30585-48726-BK,A-M-2.5,1,2020,6,2020-06,2,3,Single,Donnie Hedlestone,Stamford,United States,No,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994,X-Large,25.874999999999996,2.3287499999999994
SCL-94540-788,2022-06-13,16123-07017-TY,E-L-2.5,6,2022,6,2022-06,2,13,Medium,Teddi Crowthe,Toledo,United States,No,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,X-Large,204.92999999999995,22.542299999999997
HVU-21634-076,2020-06-10,27723-45097-MH,R-L-2.5,4,2020,6,2020-06,2,10,Medium,Dorelia Bury,Castleblayney,Ireland,Yes,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,X-Large,109.93999999999998,6.596399999999999
XUS-73326-418,2020-12-18,37078-56703-AF,E-L-1,6,2020,12,2020-12,4,18,Medium,Gussy Broadbear,Columbia,United States,No,Exc,L,1.0,14.85,1.4849999999999999,1.6335,Large,89.1,9.801
XWD-18933-006,2019-08-31,79420-11075-MY,A-L-0.2,2,2019,8,2019-08,3,31,Small,Emlynne Palfrey,Fort Wayne,United States,Yes,Ara,L,0.2,3.885,1.9425,0.34964999999999996,Small,7.77,0.6992999999999999
HPD-65272-772,2019-02-25,57504-13456-UO,L-M-2.5,1,2019,2,2019-02,1,25,Single,Parsifal Metrick,Saint Louis,United States,Yes,Lib,M,2.5,33.464999999999996,1.3385999999999998,4.3504499999999995,X-Large,33.464999999999996,4.3504499999999995
JEG-93140-224,2021-02-07,53751-57560-CN,E-M-0.5,5,2021,2,2021-02,1,7,Medium,Christopher Grieveson,Portland,United States,Yes,Exc,M,0.5,8.25,1.65,0.9075,Medium,41.25,4.5375
NNH-62058-950,2021-01-14,96112-42558-EA,E-L-1,4,2021,1,2021-01,1,14,Medium,Karlan Karby,Boulder,United States,Yes,Exc,L,1.0,14.85,1.4849999999999999,1.6335,Large,59.4,6.534
LTD-71429-845,2019-02-24,03157-23165-UB,A-L-0.5,1,2019,2,2019-02,1,24,Single,Flory Crumpe,Norton,United Kingdom,No,Ara,L,0.5,7.77,1.5539999999999998,0.6992999999999999,Medium,7.77,0.6992999999999999
MPV-26985-215,2019-06-23,51466-52850-AG,R-D-0.5,1,2019,6,2019-06,2,23,Single,Amity Chatto,Sheffield,United Kingdom,Yes,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993,Medium,5.369999999999999,0.32219999999999993
IYO-10245-081,2020-05-09,57145-31023-FK,E-M-2.5,3,2020,5,2020-05,2,9,Small,Nanine McCarthy,Louisville,United States,No,Exc,M,2.5,31.624999999999996,1.265,3.47875,X-Large,94.87499999999999,10.43625
BYZ-39669-954,2020-07-18,66408-53777-VE,L-L-2.5,1,2020,7,2020-07,3,18,Single,Lyndsey Megany,Buffalo,United States,No,Lib,L,2.5,36.455,1.4582,4.7391499999999995,X-Large,36.455,4.7391499999999995
EFB-72860-209,2019-10-17,53035-99701-WG,A-M-0.2,4,2019,10,2019-10,4,17,Medium,Byram Mergue,Canton,United States,Yes,Ara,M,0.2,3.375,1.6875,0.30374999999999996,Small,13.5,1.2149999999999999
GMM-72397-378,2022-05-16,45899-92796-EI,R-L-0.2,4,2022,5,2022-05,2,16,Medium,Kerr Patise,Boston,United States,No,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996,Small,14.339999999999998,0.8603999999999998
LYP-52345-883,2021-03-24,17649-28133-PY,E-M-0.5,1,2021,3,2021-03,1,24,Single,Mathew Goulter,Kinlough,Ireland,Yes,Exc,M,0.5,8.25,1.65,0.9075,Medium,8.25,0.9075
DFK-35846-692,2019-11-03,49612-33852-CN,R-D-0.2,5,2019,11,2019-11,4,3,Medium,Marris Grcic,Lynchburg,United States,Yes,Rob,D,0.2,2.6849999999999996,1.3424999999999998,0.16109999999999997,Small,13.424999999999997,0.8054999999999999
XAH-93337-609,2021-10-28,66976-43829-YG,A-D-1,5,2021,10,2021-10,4,28,Medium,Domeniga Duke,Los Angeles,United States,No,Ara,D,1.0,9.95,0.9949999999999999,0.8954999999999999,Large,49.75,4.477499999999999
QKA-72582-644,2020-12-16,64852-04619-XZ,E-M-0.5,2,2020,12,2020-12,4,16,Small,Violante Skouling,Drumcondra,Ireland,No,Exc,M,0.5,8.25,1.65,0.9075,Medium,16.5,1.815
ZDK-84567-102,2021-11-29,58690-31815-VY,A-D-0.5,3,2021,11,2021-11,4,29,Small,Isidore Hussey,Birmingham,United States,No,Ara,D,0.5,5.97,1.194,0.5373,Medium,17.91,1.6118999999999999
WAV-38301-984,2021-03-20,62863-81239-DT,A-D-0.5,5,2021,3,2021-03,1,20,Medium,Cassie Pinkerton,Alexandria,United States,No,Ara,D,0.5,5.97,1.194,0.5373,Medium,29.849999999999998,2.6865
KZR-33023-209,2022-04-08,21177-40725-CF,E-L-1,3,2022,4,2022-04,2,8,Small,Micki Fero,Danbury,United States,No,Exc,L,1.0,14.85,1.4849999999999999,1.6335,Large,44.55,4.9005
ULM-49433-003,2020-08-14,99421-80253-UI,E-M-1,2,2020,8,2020-08,3,14,Small,Cybill Graddell,Albany,United States,No,Exc,M,1.0,13.75,1.375,1.5125,Large,27.5,3.025
SIB-83254-136,2019-05-12,45315-50206-DK,R-M-0.5,6,2019,5,2019-05,2,12,Medium,Dorian Vizor,Naples,United States,Yes,Rob,M,0.5,5.97,1.194,0.35819999999999996,Medium,35.82,2.1491999999999996
NOK-50349-551,2021-03-03,09595-95726-OV,R-D-0.5,3,2021,3,2021-03,1,3,Small,Eddi Sedgebeer,Miami Beach,United States,Yes,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993,Medium,16.11,0.9665999999999998
YIS-96268-844,2020-02-11,60221-67036-TD,E-L-0.2,6,2020,2,2020-02,1,11,Medium,Ken Lestrange,Atlanta,United States,Yes,Exc,L,0.2,4.455,2.2275,0.49005,Small,26.73,2.9402999999999997
CXI-04933-855,2019-04-27,62923-29397-KX,E-L-2.5,6,2019,4,2019-04,2,27,Medium,Lacee Tanti,Corpus Christi,United States,Yes,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,X-Large,204.92999999999995,22.542299999999997
IZU-90429-382,2022-03-26,33011-52383-BA,A-L-1,3,2022,3,2022-03,1,26,Small,Arel De Lasci,Honolulu,United States,Yes,Ara,L,1.0,12.95,1.295,1.1655,Large,38.849999999999994,3.4965
WIT-40912-783,2020-09-28,86768-91598-FA,L-D-0.2,4,2020,9,2020-09,3,28,Medium,Trescha Jedrachowicz,Austin,United States,Yes,Lib,D,0.2,3.885,1.9425,0.50505,Small,15.54,2.0202
PSD-57291-590,2019-10-24,37191-12203-MX,A-M-0.5,1,2019,10,2019-10,4,24,Single,Perkin Stonner,Baltimore,United States,No,Ara,M,0.5,6.75,1.35,0.6074999999999999,Medium,6.75,0.6074999999999999
GOI-41472-677,2021-08-04,16545-76328-JY,E-D-2.5,4,2021,8,2021-08,3,4,Medium,Darrin Tingly,Lexington,United States,Yes,Exc,D,2.5,27.945,1.1178,3.07395,X-Large,111.78,12.2958
KTX-17944-494,2019-12-29,74330-29286-RO,A-L-0.2,1,2019,12,2019-12,4,29,Single,Claudetta Rushe,Charlotte,United States,Yes,Ara,L,0.2,3.885,1.9425,0.34964999999999996,Small,3.885,0.34964999999999996
RDM-99811-230,2019-11-27,22349-47389-GY,L-M-0.2,5,2019,11,2019-11,4,27,Medium,Benn Checci,Eaton,United Kingdom,No,Lib,M,0.2,4.365,2.1825,0.56745,Small,21.825000000000003,2.83725
JTU-55897-581,2020-02-29,70290-38099-GB,R-M-0.2,5,2020,2,2020-02,1,29,Medium,Janifer Bagot,Lincoln,United States,No,Rob,M,0.2,2.985,1.4925,0.17909999999999998,Small,14.924999999999999,0.8955
CRK-07584-240,2021-01-31,18741-72071-PP,A-M-1,3,2021,1,2021-01,1,31,Small,Ermin Beeble,Cincinnati,United States,Yes,Ara,M,1.0,11.25,1.125,1.0125,Large,33.75,3.0374999999999996
MKE-75518-399,2022-06-17,62588-82624-II,A-M-1,3,2022,6,2022-06,2,17,Small,Cos Fluin,Sheffield,United Kingdom,No,Ara,M,1.0,11.25,1.125,1.0125,Large,33.75,3.0374999999999996
AEL-51169-725,2020-02-03,37430-29579-HD,L-M-0.2,6,2020,2,2020-02,1,3,Medium,Eveleen Bletsor,West Hartford,United States,Yes,Lib,M,0.2,4.365,2.1825,0.56745,Small,26.19,3.4047
ZGM-83108-823,2022-01-25,84132-22322-QT,E-L-1,1,2022,1,2022-01,1,25,Single,Paola Brydell,Listowel,Ireland,No,Exc,L,1.0,14.85,1.4849999999999999,1.6335,Large,14.85,1.6335
JBP-78754-392,2020-04-30,74330-29286-RO,E-M-2.5,6,2020,4,2020-04,2,30,Medium,Claudetta Rushe,Charlotte,United States,Yes,Exc,M,2.5,31.624999999999996,1.265,3.47875,X-Large,189.74999999999997,20.8725
RNH-54912-747,2021-05-01,37445-17791-NQ,R-M-0.5,1,2021,5,2021-05,2,1,Single,Natka Leethem,Alexandria,United States,Yes,Rob,M,0.5,5.97,1.194,0.35819999999999996,Medium,5.97,0.35819999999999996
JDS-33440-914,2021-10-28,58511-10548-ZU,R-M-1,3,2021,10,2021-10,4,28,Small,Ailene Nesfield,Belfast,United Kingdom,Yes,Rob,M,1.0,9.95,0.9949999999999999,0.597,Large,29.849999999999998,1.791
SYX-48878-182,2021-08-29,47725-34771-FJ,R-D-1,5,2021,8,2021-08,3,29,Medium,Stacy Pickworth,Las Vegas,United States,No,Rob,D,1.0,8.95,0.8949999999999999,0.5369999999999999,Large,44.75,2.6849999999999996
ZGD-94763-868,2019-12-27,53086-67334-KT,E-L-2.5,1,2019,12,2019-12,4,27,Single,Melli Brockway,Des Moines,United States,Yes,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,X-Large,34.154999999999994,3.7570499999999996
CZY-70361-485,2019-06-25,83308-82257-UN,E-L-2.5,6,2019,6,2019-06,2,25,Medium,Nanny Lush,Ballivor,Ireland,No,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,X-Large,204.92999999999995,22.542299999999997
RJR-12175-899,2019-03-02,37274-08534-FM,E-D-0.5,3,2019,3,2019-03,1,2,Small,Selma McMillian,Akron,United States,No,Exc,D,0.5,7.29,1.458,0.8019000000000001,Medium,21.87,2.4057000000000004
ELB-07929-407,2022-01-02,54004-04664-AA,A-M-2.5,2,2022,1,2022-01,1,2,Small,Tess Bennison,West Palm Beach,United States,Yes,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994,X-Large,51.74999999999999,4.657499999999999
UJQ-54441-340,2019-07-30,26822-19510-SD,E-M-0.2,2,2019,7,2019-07,3,30,Small,Gabie Tweed,Fresno,United States,Yes,Exc,M,0.2,4.125,2.0625,0.45375,Small,8.25,0.9075
UJQ-54441-340,2019-07-30,26822-19510-SD,A-L-0.2,5,2019,7,2019-07,3,30,Medium,Gabie Tweed,Fresno,United States,Yes,Ara,L,0.2,3.885,1.9425,0.34964999999999996,Small,19.424999999999997,1.7482499999999999
OWY-43108-475,2020-12-05,06432-73165-ML,A-M-0.2,6,2020,12,2020-12,4,5,Medium,Gaile Goggin,Sandyford,Ireland,Yes,Ara,M,0.2,3.375,1.6875,0.30374999999999996,Small,20.25,1.8224999999999998
GNO-91911-159,2020-12-17,96503-31833-CW,L-D-0.5,3,2020,12,2020-12,4,17,Small,Skylar Jeyness,Dublin,Ireland,No,Lib,D,0.5,7.77,1.5539999999999998,1.0101,Medium,23.31,3.0303
CNY-06284-066,2021-06-26,63985-64148-MG,E-D-0.2,5,2021,6,2021-06,2,26,Medium,Donica Bonhome,Knoxville,United States,Yes,Exc,D,0.2,3.645,1.8225,0.40095000000000003,Small,18.225,2.00475
OQS-46321-904,2019-07-20,19597-91185-CM,E-M-1,1,2019,7,2019-07,3,20,Single,Diena Peetermann,Shawnee Mission,United States,No,Exc,M,1.0,13.75,1.375,1.5125,Large,13.75,1.5125
IBW-87442-480,2022-07-14,79814-23626-JR,A-L-2.5,1,2022,7,2022-07,3,14,Single,Trina Le Sarr,San Francisco,United States,Yes,Ara,L,2.5,29.784999999999997,1.1913999999999998,2.6806499999999995,X-Large,29.784999999999997,2.6806499999999995
DGZ-82537-477,2020-08-14,43439-94003-DW,R-D-1,5,2020,8,2020-08,3,14,Medium,Flynn Antony,Birmingham,United States,No,Rob,D,1.0,8.95,0.8949999999999999,0.5369999999999999,Large,44.75,2.6849999999999996
LPS-39089-432,2019-04-24,97655-45555-LI,R-D-1,5,2019,4,2019-04,2,24,Medium,Baudoin Alldridge,Brooklyn,United States,Yes,Rob,D,1.0,8.95,0.8949999999999999,0.5369999999999999,Large,44.75,2.6849999999999996
MQU-86100-929,2019-06-04,64418-01720-VW,L-L-0.5,4,2019,6,2019-06,2,4,Medium,Homer Dulany,El Paso,United States,Yes,Lib,L,0.5,9.51,1.902,1.2363,Medium,38.04,4.9452
XUR-14132-391,2022-08-08,96836-09258-RI,R-D-0.5,4,2022,8,2022-08,3,8,Medium,Lisa Goodger,Sacramento,United States,Yes,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993,Medium,21.479999999999997,1.2887999999999997
OVI-27064-381,2019-11-13,37274-08534-FM,R-D-0.5,3,2019,11,2019-11,4,13,Small,Selma McMillian,Akron,United States,No,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993,Medium,16.11,0.9665999999999998
SHP-17012-870,2020-06-07,69529-07533-CV,R-M-2.5,1,2020,6,2020-06,2,7,Single,Corine Drewett,Boynton Beach,United States,Yes,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,X-Large,22.884999999999998,1.3730999999999998
FDY-03414-903,2019-08-12,94840-49457-UD,A-D-0.5,3,2019,8,2019-08,3,12,Small,Quinn Parsons,Los Angeles,United States,Yes,Ara,D,0.5,5.97,1.194,0.5373,Medium,17.91,1.6118999999999999
WXT-85291-143,2019-09-04,81414-81273-DK,R-M-0.5,4,2019,9,2019-09,3,4,Medium,Vivyan Ceely,Baltimore,United States,Yes,Rob,M,0.5,5.97,1.194,0.35819999999999996,Medium,23.88,1.4327999999999999
QNP-18893-547,2019-10-04,76930-61689-CH,R-L-1,5,2019,10,2019-10,4,4,Medium,Elonore Goodings,Salt Lake City,United States,No,Rob,L,1.0,11.95,1.1949999999999998,0.717,Large,59.75,3.585
DOH-92927-530,2020-02-24,12839-56537-TQ,L-L-0.2,6,2020,2,2020-02,1,24,Medium,Clement Vasiliev,Garland,United States,Yes,Lib,L,0.2,4.755,2.3775,0.61815,Small,28.53,3.7089
HGJ-82768-173,2021-08-26,62741-01322-HU,A-M-1,4,2021,8,2021-08,3,26,Medium,Terencio O'Moylan,Church End,United Kingdom,No,Ara,M,1.0,11.25,1.125,1.0125,Large,45.0,4.05
YPT-95383-088,2021-10-03,43439-94003-DW,E-D-2.5,2,2021,10,2021-10,4,3,Small,Flynn Antony,Birmingham,United States,No,Exc,D,2.5,27.945,1.1178,3.07395,X-Large,55.89,6.1479
OYH-16533-767,2020-06-13,44932-34838-RM,E-L-1,4,2020,6,2020-06,2,13,Medium,Wyatan Fetherston,New York City,United States,No,Exc,L,1.0,14.85,1.4849999999999999,1.6335,Large,59.4,6.534
DWW-28642-549,2021-03-01,91181-19412-RQ,E-D-0.2,2,2021,3,2021-03,1,1,Small,Emmaline Rasmus,Boston,United States,Yes,Exc,D,0.2,3.645,1.8225,0.40095000000000003,Small,7.29,0.8019000000000001
CGO-79583-871,2019-03-04,37182-54930-XC,E-D-0.5,1,2019,3,2019-03,1,4,Single,Wesley Giorgioni,San Francisco,United States,Yes,Exc,D,0.5,7.29,1.458,0.8019000000000001,Medium,7.29,0.8019000000000001
TFY-52090-386,2019-10-13,08613-17327-XT,E-L-0.5,2,2019,10,2019-10,4,13,Small,Lucienne Scargle,Indianapolis,United States,No,Exc,L,0.5,8.91,1.782,0.9801,Medium,17.82,1.9602
TFY-52090-386,2019-10-13,08613-17327-XT,L-D-0.5,5,2019,10,2019-10,4,13,Medium,Lucienne Scargle,Indianapolis,United States,No,Lib,D,0.5,7.77,1.5539999999999998,1.0101,Medium,38.849999999999994,5.0504999999999995
NYY-73968-094,2019-08-15,70451-38048-AH,R-D-0.5,6,2019,8,2019-08,3,15,Medium,Noam Climance,Seattle,United States,No,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993,Medium,32.22,1.9331999999999996
QEY-71761-460,2021-11-29,35442-75769-PL,R-M-1,2,2021,11,2021-11,4,29,Small,Catarina Donn,Dunmanway,Ireland,Yes,Rob,M,1.0,9.95,0.9949999999999999,0.597,Large,19.9,1.194
GKQ-82603-910,2020-01-19,83737-56117-JE,R-L-1,5,2020,1,2020-01,1,19,Medium,Ameline Snazle,Montgomery,United States,No,Rob,L,1.0,11.95,1.1949999999999998,0.717,Large,59.75,3.585
IOB-32673-745,2021-05-28,07095-81281-NJ,A-L-0.5,3,2021,5,2021-05,2,28,Small,Rebeka Worg,Dallas,United States,Yes,Ara,L,0.5,7.77,1.5539999999999998,0.6992999999999999,Medium,23.31,2.0978999999999997
YAU-98893-150,2022-01-15,77043-48851-HG,L-M-1,3,2022,1,2022-01,1,15,Small,Lewes Danes,Topeka,United States,No,Lib,M,1.0,14.55,1.455,1.8915000000000002,Large,43.650000000000006,5.6745
XNM-14163-951,2019-12-04,78224-60622-KH,E-L-2.5,6,2019,12,2019-12,4,4,Medium,Shelli Keynd,Tyler,United States,No,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,X-Large,204.92999999999995,22.542299999999997
JPB-45297-000,2022-07-01,83105-86631-IU,R-L-0.2,4,2022,7,2022-07,3,1,Medium,Dell Daveridge,Los Angeles,United States,No,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996,Small,14.339999999999998,0.8603999999999998
MOU-74341-266,2019-05-07,99358-65399-TC,A-D-0.5,4,2019,5,2019-05,2,7,Medium,Joshuah Awdry,Shreveport,United States,No,Ara,D,0.5,5.97,1.194,0.5373,Medium,23.88,2.1492
DHJ-87461-571,2020-08-23,94525-76037-JP,A-M-1,2,2020,8,2020-08,3,23,Small,Ethel Ryles,Boise,United States,No,Ara,M,1.0,11.25,1.125,1.0125,Large,22.5,2.025
DKM-97676-850,2020-06-02,43439-94003-DW,E-D-0.5,5,2020,6,2020-06,2,2,Medium,Flynn Antony,Birmingham,United States,No,Exc,D,0.5,7.29,1.458,0.8019000000000001,Medium,36.45,4.0095
UEB-09112-118,2020-01-30,82718-93677-XO,A-M-0.5,4,2020,1,2020-01,1,30,Medium,Maitilde Boxill,Montgomery,United States,Yes,Ara,M,0.5,6.75,1.35,0.6074999999999999,Medium,27.0,2.4299999999999997
ORZ-67699-748,2020-02-15,44708-78241-DF,A-M-2.5,6,2020,2,2020-02,1,15,Medium,Jodee Caldicott,Fort Pierce,United States,No,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994,X-Large,155.24999999999997,13.972499999999997
JXP-28398-485,2021-06-11,23039-93032-FN,A-D-2.5,5,2021,6,2021-06,2,11,Medium,Marianna Vedmore,Greensboro,United States,Yes,Ara,D,2.5,22.884999999999998,0.9153999999999999,2.0596499999999995,X-Large,114.42499999999998,10.298249999999998
WWH-92259-198,2022-03-11,35256-12529-FT,L-D-1,4,2022,3,2022-03,1,11,Medium,Willey Romao,Sacramento,United States,Yes,Lib,D,1.0,12.95,1.295,1.6835,Large,51.8,6.734
FLR-82914-153,2021-09-09,86100-33488-WP,A-M-2.5,6,2021,9,2021-09,3,9,Medium,Enriqueta Ixor,Round Rock,United States,No,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994,X-Large,155.24999999999997,13.972499999999997
